"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"4631";"4. Rosenberger known";"4. Rosenberger known";772;556;23;533;147;853
"4632";"5. Optimal adjusted";"5. Optimal adjusted";772;404;89;315;493;507
"4633";"1. Random";"1. Random";773;375;91;284;495;505
"4634";"6. Biased  coin";"6. Biased  coin";773;383;92;291;499;501
"4635";"2. Neyman known";"2. Neyman known";773;398;85;313;467;533
"4636";"3. RSIHR Known";"3. RSIHR Known";773;441;58;383;344;656
"4637";"4. Rosenberger known";"4. Rosenberger known";773;519;23;496;141;859
"4638";"5. Optimal adjusted";"5. Optimal adjusted";773;368;106;262;547;453
"4639";"1. Random";"1. Random";774;420;98;322;481;519
"4640";"6. Biased  coin";"6. Biased  coin";774;424;123;301;500;501
"4641";"2. Neyman known";"2. Neyman known";774;447;98;349;450;550
"4642";"3. RSIHR Known";"3. RSIHR Known";774;481;74;407;330;670
"4643";"4. Rosenberger known";"4. Rosenberger known";774;556;37;519;151;849
"4644";"5. Optimal adjusted";"5. Optimal adjusted";774;392;109;283;534;466
"4645";"1. Random";"1. Random";775;399;101;298;503;497
"4646";"6. Biased  coin";"6. Biased  coin";775;384;94;290;500;501
"4647";"2. Neyman known";"2. Neyman known";775;411;96;315;467;533
"4648";"3. RSIHR Known";"3. RSIHR Known";775;444;59;385;348;652
"4649";"4. Rosenberger known";"4. Rosenberger known";775;532;27;505;147;853
"4650";"5. Optimal adjusted";"5. Optimal adjusted";775;376;98;278;544;456
"4651";"1. Random";"1. Random";776;393;100;293;521;479
"4652";"6. Biased  coin";"6. Biased  coin";776;385;86;299;501;500
"4653";"2. Neyman known";"2. Neyman known";776;425;89;336;456;544
"4654";"3. RSIHR Known";"3. RSIHR Known";776;452;75;377;367;633
"4655";"4. Rosenberger known";"4. Rosenberger known";776;529;32;497;161;839
"4656";"5. Optimal adjusted";"5. Optimal adjusted";776;378;99;279;534;466
"4657";"1. Random";"1. Random";777;385;94;291;494;506
"4658";"6. Biased  coin";"6. Biased  coin";777;403;102;301;499;501
"4659";"2. Neyman known";"2. Neyman known";777;406;86;320;455;545
"4660";"3. RSIHR Known";"3. RSIHR Known";777;458;65;393;346;654
"4661";"4. Rosenberger known";"4. Rosenberger known";777;528;29;499;151;849
"4662";"5. Optimal adjusted";"5. Optimal adjusted";777;384;99;285;521;479
"4663";"1. Random";"1. Random";778;409;98;311;496;504
"4664";"6. Biased  coin";"6. Biased  coin";778;411;99;312;503;500
"4665";"2. Neyman known";"2. Neyman known";778;417;93;324;465;535
"4666";"3. RSIHR Known";"3. RSIHR Known";778;450;75;375;364;636
"4667";"4. Rosenberger known";"4. Rosenberger known";778;555;26;529;145;855
"4668";"5. Optimal adjusted";"5. Optimal adjusted";778;382;106;276;538;462
"4669";"1. Random";"1. Random";779;392;106;286;511;489
"4670";"6. Biased  coin";"6. Biased  coin";779;416;103;313;500;501
"4671";"2. Neyman known";"2. Neyman known";779;434;91;343;434;566
"4672";"3. RSIHR Known";"3. RSIHR Known";779;470;73;397;359;641
"4673";"4. Rosenberger known";"4. Rosenberger known";779;566;26;540;128;872
"4674";"5. Optimal adjusted";"5. Optimal adjusted";779;367;107;260;552;448
"4675";"1. Random";"1. Random";780;429;98;331;481;519
"4676";"6. Biased  coin";"6. Biased  coin";780;419;108;311;501;499
"4677";"2. Neyman known";"2. Neyman known";780;436;96;340;456;544
"4678";"3. RSIHR Known";"3. RSIHR Known";780;468;71;397;365;635
"4679";"4. Rosenberger known";"4. Rosenberger known";780;583;36;547;137;863
"4680";"5. Optimal adjusted";"5. Optimal adjusted";780;386;107;279;535;465
"4681";"1. Random";"1. Random";781;442;112;330;468;532
"4682";"6. Biased  coin";"6. Biased  coin";781;438;120;318;499;501
"4683";"2. Neyman known";"2. Neyman known";781;436;112;324;481;519
"4684";"3. RSIHR Known";"3. RSIHR Known";781;479;83;396;359;641
"4685";"4. Rosenberger known";"4. Rosenberger known";781;576;30;546;128;872
"4686";"5. Optimal adjusted";"5. Optimal adjusted";781;383;109;274;535;465
"4687";"1. Random";"1. Random";782;406;86;320;488;512
"4688";"6. Biased  coin";"6. Biased  coin";782;399;100;299;500;500
"4689";"2. Neyman known";"2. Neyman known";782;467;107;360;438;562
"4690";"3. RSIHR Known";"3. RSIHR Known";782;454;75;379;394;606
"4691";"4. Rosenberger known";"4. Rosenberger known";782;562;23;539;134;866
"4692";"5. Optimal adjusted";"5. Optimal adjusted";782;399;120;279;540;460
"4693";"1. Random";"1. Random";783;405;92;313;497;503
"4694";"6. Biased  coin";"6. Biased  coin";783;401;90;311;497;503
"4695";"2. Neyman known";"2. Neyman known";783;434;72;362;423;577
"4696";"3. RSIHR Known";"3. RSIHR Known";783;442;86;356;426;574
"4697";"4. Rosenberger known";"4. Rosenberger known";783;565;37;528;137;863
"4698";"5. Optimal adjusted";"5. Optimal adjusted";783;387;110;277;555;445
"4699";"1. Random";"1. Random";784;403;103;300;501;499
"4700";"6. Biased  coin";"6. Biased  coin";784;412;100;312;501;500
"4701";"2. Neyman known";"2. Neyman known";784;419;92;327;452;548
"4702";"3. RSIHR Known";"3. RSIHR Known";784;471;70;401;338;662
"4703";"4. Rosenberger known";"4. Rosenberger known";784;556;30;526;140;860
"4704";"5. Optimal adjusted";"5. Optimal adjusted";784;382;115;267;541;459
"4705";"1. Random";"1. Random";785;423;104;319;487;513
"4706";"6. Biased  coin";"6. Biased  coin";785;400;108;292;500;500
"4707";"2. Neyman known";"2. Neyman known";785;412;98;314;458;542
"4708";"3. RSIHR Known";"3. RSIHR Known";785;473;84;389;369;631
"4709";"4. Rosenberger known";"4. Rosenberger known";785;554;33;521;141;859
"4710";"5. Optimal adjusted";"5. Optimal adjusted";785;384;128;256;563;437
"4711";"1. Random";"1. Random";786;375;99;276;516;484
"4712";"6. Biased  coin";"6. Biased  coin";786;404;102;302;500;500
"4713";"2. Neyman known";"2. Neyman known";786;413;95;318;456;544
"4714";"3. RSIHR Known";"3. RSIHR Known";786;449;64;385;337;663
"4715";"4. Rosenberger known";"4. Rosenberger known";786;527;28;499;145;855
"4716";"5. Optimal adjusted";"5. Optimal adjusted";786;380;102;278;533;467
"4717";"1. Random";"1. Random";787;396;93;303;497;503
"4718";"6. Biased  coin";"6. Biased  coin";787;408;88;320;501;500
"4719";"2. Neyman known";"2. Neyman known";787;460;94;366;421;579
"4720";"3. RSIHR Known";"3. RSIHR Known";787;483;68;415;350;650
"4721";"4. Rosenberger known";"4. Rosenberger known";787;576;15;561;119;881
"4722";"5. Optimal adjusted";"5. Optimal adjusted";787;377;94;283;556;444
"4723";"1. Random";"1. Random";788;380;88;292;481;519
"4724";"6. Biased  coin";"6. Biased  coin";788;393;100;293;500;501
"4725";"2. Neyman known";"2. Neyman known";788;409;77;332;422;578
"4726";"3. RSIHR Known";"3. RSIHR Known";788;445;70;375;372;628
"4727";"4. Rosenberger known";"4. Rosenberger known";788;520;21;499;143;857
"4728";"5. Optimal adjusted";"5. Optimal adjusted";788;364;101;263;548;452
"4729";"1. Random";"1. Random";789;411;94;317;486;514
"4730";"6. Biased  coin";"6. Biased  coin";789;398;96;302;499;501
"4731";"2. Neyman known";"2. Neyman known";789;397;81;316;465;535
"4732";"3. RSIHR Known";"3. RSIHR Known";789;466;66;400;344;656
"4733";"4. Rosenberger known";"4. Rosenberger known";789;565;28;537;132;868
"4734";"5. Optimal adjusted";"5. Optimal adjusted";789;396;113;283;545;455
"4735";"1. Random";"1. Random";790;403;99;304;494;506
"4736";"6. Biased  coin";"6. Biased  coin";790;426;112;314;500;500
"4737";"2. Neyman known";"2. Neyman known";790;421;100;321;480;520
"4738";"3. RSIHR Known";"3. RSIHR Known";790;448;73;375;396;604
"4739";"4. Rosenberger known";"4. Rosenberger known";790;565;34;531;158;842
"4740";"5. Optimal adjusted";"5. Optimal adjusted";790;380;96;284;539;461
"4741";"1. Random";"1. Random";791;392;94;298;497;503
"4742";"6. Biased  coin";"6. Biased  coin";791;415;110;305;502;500
"4743";"2. Neyman known";"2. Neyman known";791;440;92;348;443;557
"4744";"3. RSIHR Known";"3. RSIHR Known";791;487;88;399;358;642
"4745";"4. Rosenberger known";"4. Rosenberger known";791;566;29;537;131;869
"4746";"5. Optimal adjusted";"5. Optimal adjusted";791;423;111;312;514;486
"4747";"1. Random";"1. Random";792;343;92;251;547;453
"4748";"6. Biased  coin";"6. Biased  coin";792;387;105;282;500;500
"4749";"2. Neyman known";"2. Neyman known";792;368;83;285;464;536
"4750";"3. RSIHR Known";"3. RSIHR Known";792;403;64;339;391;609
"4751";"4. Rosenberger known";"4. Rosenberger known";792;514;23;491;123;877
"4752";"5. Optimal adjusted";"5. Optimal adjusted";792;368;104;264;538;462
"4753";"1. Random";"1. Random";793;390;92;298;482;518
"4754";"6. Biased  coin";"6. Biased  coin";793;388;89;299;500;500
"4755";"2. Neyman known";"2. Neyman known";793;414;81;333;441;559
"4756";"3. RSIHR Known";"3. RSIHR Known";793;464;77;387;353;647
"4757";"4. Rosenberger known";"4. Rosenberger known";793;549;37;512;149;851
"4758";"5. Optimal adjusted";"5. Optimal adjusted";793;364;100;264;550;450
"4759";"1. Random";"1. Random";794;407;88;319;482;518
"4760";"6. Biased  coin";"6. Biased  coin";794;398;87;311;501;500
"4761";"2. Neyman known";"2. Neyman known";794;427;94;333;483;517
"4762";"3. RSIHR Known";"3. RSIHR Known";794;458;65;393;355;645
"4763";"4. Rosenberger known";"4. Rosenberger known";794;568;21;547;130;870
"4764";"5. Optimal adjusted";"5. Optimal adjusted";794;396;106;290;537;463
"4765";"1. Random";"1. Random";795;395;94;301;487;513
"4766";"6. Biased  coin";"6. Biased  coin";795;392;89;303;501;499
"4767";"2. Neyman known";"2. Neyman known";795;412;90;322;457;543
"4768";"3. RSIHR Known";"3. RSIHR Known";795;436;66;370;367;633
"4769";"4. Rosenberger known";"4. Rosenberger known";795;533;29;504;146;854
"4770";"5. Optimal adjusted";"5. Optimal adjusted";795;378;106;272;558;442
"4771";"1. Random";"1. Random";796;401;109;292;499;501
"4772";"6. Biased  coin";"6. Biased  coin";796;414;123;291;501;499
"4773";"2. Neyman known";"2. Neyman known";796;407;108;299;471;529
"4774";"3. RSIHR Known";"3. RSIHR Known";796;456;94;362;379;621
"4775";"4. Rosenberger known";"4. Rosenberger known";796;546;24;522;118;882
"4776";"5. Optimal adjusted";"5. Optimal adjusted";796;410;124;286;545;455
"4777";"1. Random";"1. Random";797;404;100;304;507;493
"4778";"6. Biased  coin";"6. Biased  coin";797;408;98;310;500;500
"4779";"2. Neyman known";"2. Neyman known";797;398;79;319;439;561
"4780";"3. RSIHR Known";"3. RSIHR Known";797;452;77;375;380;620
"4781";"4. Rosenberger known";"4. Rosenberger known";797;540;28;512;163;837
"4782";"5. Optimal adjusted";"5. Optimal adjusted";797;402;107;295;534;466
"4783";"1. Random";"1. Random";798;401;95;306;488;512
"4784";"6. Biased  coin";"6. Biased  coin";798;418;104;314;500;501
"4785";"2. Neyman known";"2. Neyman known";798;429;92;337;461;539
"4786";"3. RSIHR Known";"3. RSIHR Known";798;485;72;413;350;650
"4787";"4. Rosenberger known";"4. Rosenberger known";798;554;22;532;132;868
"4788";"5. Optimal adjusted";"5. Optimal adjusted";798;405;120;285;536;464
"4789";"1. Random";"1. Random";799;391;84;307;493;507
"4790";"6. Biased  coin";"6. Biased  coin";799;386;90;296;501;500
"4791";"2. Neyman known";"2. Neyman known";799;417;89;328;454;546
"4792";"3. RSIHR Known";"3. RSIHR Known";799;442;66;376;369;631
"4793";"4. Rosenberger known";"4. Rosenberger known";799;533;28;505;153;847
"4794";"5. Optimal adjusted";"5. Optimal adjusted";799;375;102;273;538;462
"4795";"1. Random";"1. Random";800;389;85;304;472;528
"4796";"6. Biased  coin";"6. Biased  coin";800;421;104;317;501;500
"4797";"2. Neyman known";"2. Neyman known";800;423;107;316;489;511
"4798";"3. RSIHR Known";"3. RSIHR Known";800;467;80;387;366;634
"4799";"4. Rosenberger known";"4. Rosenberger known";800;563;26;537;120;880
"4800";"5. Optimal adjusted";"5. Optimal adjusted";800;384;108;276;549;451
"4801";"1. Random";"1. Random";801;391;90;301;477;523
"4802";"6. Biased  coin";"6. Biased  coin";801;384;88;296;501;500
"4803";"2. Neyman known";"2. Neyman known";801;391;91;300;465;535
"4804";"3. RSIHR Known";"3. RSIHR Known";801;424;70;354;391;609
"4805";"4. Rosenberger known";"4. Rosenberger known";801;528;26;502;140;860
"4806";"5. Optimal adjusted";"5. Optimal adjusted";801;380;117;263;554;446
"4807";"1. Random";"1. Random";802;388;98;290;518;482
"4808";"6. Biased  coin";"6. Biased  coin";802;431;112;319;501;500
"4809";"2. Neyman known";"2. Neyman known";802;429;99;330;457;543
"4810";"3. RSIHR Known";"3. RSIHR Known";802;463;70;393;356;644
"4811";"4. Rosenberger known";"4. Rosenberger known";802;556;32;524;145;855
"4812";"5. Optimal adjusted";"5. Optimal adjusted";802;411;111;300;512;488
"4813";"1. Random";"1. Random";803;370;92;278;508;492
"4814";"6. Biased  coin";"6. Biased  coin";803;408;94;314;502;500
"4815";"2. Neyman known";"2. Neyman known";803;418;85;333;441;559
"4816";"3. RSIHR Known";"3. RSIHR Known";803;442;70;372;375;625
"4817";"4. Rosenberger known";"4. Rosenberger known";803;552;30;522;146;854
"4818";"5. Optimal adjusted";"5. Optimal adjusted";803;382;102;280;529;471
"4819";"1. Random";"1. Random";804;405;102;303;510;490
"4820";"6. Biased  coin";"6. Biased  coin";804;424;114;310;501;500
"4821";"2. Neyman known";"2. Neyman known";804;409;79;330;453;547
"4822";"3. RSIHR Known";"3. RSIHR Known";804;450;78;372;386;614
"4823";"4. Rosenberger known";"4. Rosenberger known";804;565;32;533;148;852
"4824";"5. Optimal adjusted";"5. Optimal adjusted";804;405;110;295;521;479
"4825";"1. Random";"1. Random";805;421;101;320;475;525
"4826";"6. Biased  coin";"6. Biased  coin";805;406;98;308;499;501
"4827";"2. Neyman known";"2. Neyman known";805;418;89;329;454;546
"4828";"3. RSIHR Known";"3. RSIHR Known";805;448;80;368;374;626
"4829";"4. Rosenberger known";"4. Rosenberger known";805;546;21;525;137;863
"4830";"5. Optimal adjusted";"5. Optimal adjusted";805;381;105;276;539;461
"4831";"1. Random";"1. Random";806;401;81;320;483;517
"4832";"6. Biased  coin";"6. Biased  coin";806;386;93;293;499;501
"4833";"2. Neyman known";"2. Neyman known";806;428;81;347;439;561
"4834";"3. RSIHR Known";"3. RSIHR Known";806;435;75;360;400;600
"4835";"4. Rosenberger known";"4. Rosenberger known";806;557;31;526;131;869
"4836";"5. Optimal adjusted";"5. Optimal adjusted";806;377;94;283;529;471
"4837";"1. Random";"1. Random";807;403;108;295;476;524
"4838";"6. Biased  coin";"6. Biased  coin";807;382;92;290;502;498
"4839";"2. Neyman known";"2. Neyman known";807;433;94;339;436;564
"4840";"3. RSIHR Known";"3. RSIHR Known";807;452;78;374;385;615
"4841";"4. Rosenberger known";"4. Rosenberger known";807;536;35;501;155;845
"4842";"5. Optimal adjusted";"5. Optimal adjusted";807;379;111;268;532;468
"4843";"1. Random";"1. Random";808;381;95;286;502;498
"4844";"6. Biased  coin";"6. Biased  coin";808;403;101;302;503;500
"4845";"2. Neyman known";"2. Neyman known";808;417;89;328;439;561
"4846";"3. RSIHR Known";"3. RSIHR Known";808;447;80;367;372;628
"4847";"4. Rosenberger known";"4. Rosenberger known";808;529;25;504;138;862
"4848";"5. Optimal adjusted";"5. Optimal adjusted";808;364;95;269;528;472
"4849";"1. Random";"1. Random";809;397;98;299;517;483
"4850";"6. Biased  coin";"6. Biased  coin";809;411;103;308;504;499
"4851";"2. Neyman known";"2. Neyman known";809;440;98;342;450;550
"4852";"3. RSIHR Known";"3. RSIHR Known";809;451;73;378;381;619
"4853";"4. Rosenberger known";"4. Rosenberger known";809;548;22;526;130;870
"4854";"5. Optimal adjusted";"5. Optimal adjusted";809;387;119;268;557;443
"4855";"1. Random";"1. Random";810;394;99;295;488;512
"4856";"6. Biased  coin";"6. Biased  coin";810;400;103;297;499;501
"4857";"2. Neyman known";"2. Neyman known";810;419;97;322;463;537
"4858";"3. RSIHR Known";"3. RSIHR Known";810;455;84;371;382;618
"4859";"4. Rosenberger known";"4. Rosenberger known";810;553;32;521;137;863
"4860";"5. Optimal adjusted";"5. Optimal adjusted";810;390;113;277;520;480
"4861";"1. Random";"1. Random";811;419;101;318;481;519
"4862";"6. Biased  coin";"6. Biased  coin";811;412;111;301;500;500
"4863";"2. Neyman known";"2. Neyman known";811;409;90;319;470;530
"4864";"3. RSIHR Known";"3. RSIHR Known";811;446;71;375;362;638
"4865";"4. Rosenberger known";"4. Rosenberger known";811;532;22;510;147;853
"4866";"5. Optimal adjusted";"5. Optimal adjusted";811;394;115;279;535;465
"4867";"1. Random";"1. Random";812;395;104;291;532;468
"4868";"6. Biased  coin";"6. Biased  coin";812;405;103;302;500;500
"4869";"2. Neyman known";"2. Neyman known";812;439;77;362;427;573
"4870";"3. RSIHR Known";"3. RSIHR Known";812;452;75;377;380;620
"4871";"4. Rosenberger known";"4. Rosenberger known";812;544;19;525;146;854
"4872";"5. Optimal adjusted";"5. Optimal adjusted";812;389;96;293;530;470
"4873";"1. Random";"1. Random";813;394;99;295;507;493
"4874";"6. Biased  coin";"6. Biased  coin";813;413;99;314;500;500
"4875";"2. Neyman known";"2. Neyman known";813;401;82;319;446;554
"4876";"3. RSIHR Known";"3. RSIHR Known";813;451;59;392;351;649
"4877";"4. Rosenberger known";"4. Rosenberger known";813;527;26;501;160;840
"4878";"5. Optimal adjusted";"5. Optimal adjusted";813;376;98;278;526;474
"4879";"1. Random";"1. Random";814;395;90;305;495;505
"4880";"6. Biased  coin";"6. Biased  coin";814;393;93;300;498;502
"4881";"2. Neyman known";"2. Neyman known";814;431;83;348;421;579
"4882";"3. RSIHR Known";"3. RSIHR Known";814;446;61;385;365;635
"4883";"4. Rosenberger known";"4. Rosenberger known";814;535;28;507;149;851
"4884";"5. Optimal adjusted";"5. Optimal adjusted";814;380;108;272;537;463
"4885";"1. Random";"1. Random";815;419;108;311;487;513
"4886";"6. Biased  coin";"6. Biased  coin";815;411;112;299;500;500
"4887";"2. Neyman known";"2. Neyman known";815;428;100;328;445;555
"4888";"3. RSIHR Known";"3. RSIHR Known";815;451;78;373;371;629
"4889";"4. Rosenberger known";"4. Rosenberger known";815;538;30;508;143;857
"4890";"5. Optimal adjusted";"5. Optimal adjusted";815;384;107;277;531;469
"4891";"1. Random";"1. Random";816;384;94;290;490;510
"4892";"6. Biased  coin";"6. Biased  coin";816;381;97;284;501;499
"4893";"2. Neyman known";"2. Neyman known";816;398;94;304;459;541
"4894";"3. RSIHR Known";"3. RSIHR Known";816;421;66;355;360;640
"4895";"4. Rosenberger known";"4. Rosenberger known";816;495;28;467;168;832
"4896";"5. Optimal adjusted";"5. Optimal adjusted";816;363;109;254;550;450
"4897";"1. Random";"1. Random";817;407;118;289;543;457
"4898";"6. Biased  coin";"6. Biased  coin";817;409;99;310;502;499
"4899";"2. Neyman known";"2. Neyman known";817;419;79;340;438;562
"4900";"3. RSIHR Known";"3. RSIHR Known";817;466;71;395;372;628
"4901";"4. Rosenberger known";"4. Rosenberger known";817;552;26;526;134;866
"4902";"5. Optimal adjusted";"5. Optimal adjusted";817;412;121;291;523;477
"4903";"1. Random";"1. Random";818;375;103;272;504;496
"4904";"6. Biased  coin";"6. Biased  coin";818;395;106;289;502;499
"4905";"2. Neyman known";"2. Neyman known";818;409;85;324;451;549
"4906";"3. RSIHR Known";"3. RSIHR Known";818;437;67;370;370;630
"4907";"4. Rosenberger known";"4. Rosenberger known";818;525;26;499;132;868
"4908";"5. Optimal adjusted";"5. Optimal adjusted";818;371;110;261;560;440
"4909";"1. Random";"1. Random";819;409;99;310;510;490
"4910";"6. Biased  coin";"6. Biased  coin";819;410;95;315;501;499
"4911";"2. Neyman known";"2. Neyman known";819;416;90;326;447;553
"4912";"3. RSIHR Known";"3. RSIHR Known";819;459;79;380;397;603
"4913";"4. Rosenberger known";"4. Rosenberger known";819;554;29;525;157;843
